nom,note,prix,categories,adresse,latitude,longitude
Les Deux Chauves,5.0,N/A,"Wine Bars, Bistros, Tapas Bars",8 rue Durantin 75018 Paris France,48.88547,2.33732
Au Rendez-Vous des Amis,3.8,€,French,23 rue Gabrielle 75018 Paris France,48.88574,2.34051
Café Tabac,4.7,€,Cafes,1 bis rue Ravignan 75018 Paris France,48.8851649,2.337411
Tartempion,5.0,N/A,French,15 Rue du Mont-Cenis 75018 Paris France,48.8873024612625,2.34136864017703
La Midinette,4.5,€€,"Food, Restaurants",2 rue Robert Planquette 75018 Paris France,48.8851,2.3341
B&M,4.9,N/A,Burgers,98 rue des Martyrs 75018 Paris France,48.884396,2.339872
La Station Damrémont,5.0,N/A,"Fish & Chips, Burgers, Bars",103 rue Damrémont 75018 Paris France,48.895045,2.337199
"Terrass"" Restaurant & Bar - Rooftop",4.1,N/A,"Bars, French",12 Rue Joseph de Maistre 75018 Paris France,48.88651,2.333017
Au Pied du Sacré Coeur,4.3,€€,French,85 rue Lamarck 75018 Paris France,48.890208,2.3356074
Bululú Arepera,4.2,€€,Venezuelan,20 rue de la Fontaine du But 75018 Paris France,48.8909454704663,2.33958390532431
Le Myrha,4.5,€€,"Gluten-Free, Vegetarian, Vegan",70 rue Myrha 75018 Paris France,48.88682,2.35115
Breizh Café Abbesses | La Crêpe Autrement,4.8,N/A,"Creperies, French, Coffee & Tea",93 rue des Martyrs 75018 Paris France,48.8843,2.33967
La Bonne Franquette,4.2,€€,French,18 rue Saint-Rustique 75018 Paris France,48.887163,2.339806
Au Garage à Velos,5.0,€,Bistros,19 rue Gérando 75009 Paris France,48.8829256675887,2.34628949762725
Mamma Roma,3.8,€€,Pizza,2 rue Francoeur 75018 Paris France,48.890001,2.342861
Sur la Route de Plouescat,4.5,€€,Creperies,4 rue Lamarck 75018 Paris France,48.886529,2.344296
Le Sourire de Saigon,4.0,€€€,Vietnamese,54 rue du Mont Cenis 75018 Paris France,48.89059,2.34343
La Chope du Château Rouge,4.2,€,Brasseries,40 rue de Clignancourt 75018 Paris France,48.88694,2.34778
Au Relais,3.7,€€,"French, Bars, Coffee & Tea, Cafes",48 rue Lamarck 75018 Paris France,48.88927,2.34238
Au Soleil de Montmartre,4.2,N/A,French,6 rue Paul Albert 75018 Paris France,48.8862,2.34513
La Mandigotte,4.6,€€,French,68 rue Lepic 75018 Paris 18 France,48.8872873,2.3341602
La Pericole,4.3,€,French,2 Rue jules Valles 93400 Saint-Ouen France,48.903032,2.336487
La Vache et le Cuisinier,4.8,€€€,French,18 rue des Trois Frères 75018 Paris France,48.8846092,2.3412001
Antoine de Montmartre,4.4,€€€€,Tapas Bars,102 ter rue Lepic 75018 Paris France,48.88725,2.3373
La Traversée,4.4,N/A,Bistros,2 rue Ramey 75018 Paris France,48.8872799,2.34754
Le Ruisseau,4.4,€€,"Burgers, French",65 rue du Ruisseau 75018 Paris France,48.89449,2.34065
Virage Lepic,4.4,€€,French,61 Rue Lepic 75018 Paris France,48.8877909,2.3344973
Le Super Coin,4.3,€,"Bars, Bistros",3 rue Baudelique 75018 Paris France,48.89212,2.347
In Bocca al Lupo,4.7,€€,"Pizza, Italian",14 Rue Francoeur 75018 Paris France,48.89028,2.34182
le petit moulin,5.0,N/A,Restaurants,17 rue tholozé 75018 Paris France,48.8865761,2.3355096
Le Vin au Vert,4.2,€€,"French, Wine Bars",70 Rue Dunkerque 75009 Paris France,48.88213,2.34628
Chez Ta Soeur,5.0,N/A,"Coffee & Tea, Breakfast & Brunch, Patisserie/Cake Shop",57 rue du Mont-Cenis 75018 Paris France,48.890538,2.34337
La Travesia,5.0,N/A,"Lebanese, Falafel",19 rue Muller 75018 Paris France,48.8863820345042,2.34558452300873
Tast Eat,4.0,€,"Vietnamese, Thai",78 Rue Lamarck 75018 Paris France,48.88996,2.3383
La Porteña,4.4,€€,Argentine,3 rue Muller 75018 Paris France,48.8867493,2.34708
Tentazioni,4.1,€€,Italian,26 Rue Tholozé 75018 Paris France,48.8869,2.33581
Colchide,5.0,N/A,Restaurants,79 rue des Martyrs 75018 Paris France,48.88299,2.33961
Polissons,5.0,N/A,French,35 rue Ramey 75018 Paris France,48.889113,2.34627
Le Chant des Oliviers,4.2,€€€,French,88 rue Ordener 75018 Paris France,48.89282,2.343
Le Brio,4.1,€€,Brasseries,216 Rue Marcadet 75018 Paris France,48.89177,2.33378
La Cantine du 18,4.1,€€,French,46 rue Ramey 75018 Paris France,48.890304,2.345812
Le Petit Moulin,3.9,€,"Wine Bars, Bistros",17 rue Tholozé 75018 Paris France,48.886614,2.3353844
Pizzeria Mancini,4.7,€€,"Pizza, Italian",20 rue Bachelet 75018 Paris France,48.88893,2.34476
Pichet du Tertre,4.5,N/A,French,10 rue Norvins 75018 Paris France,48.88682,2.34059
Proibido,4.1,€,"Bars, Tapas Bars",34 rue Durantin 75018 Paris France,48.88659,2.3357199
Le Vintimille,4.5,€,"Brasseries, African",1 Place Adolphe Max place Adolphe Max 75009 Paris France,48.8833,2.3305
Ma Biche,4.3,€€€,French,12 rue Véron 75018 Paris France,48.8845,2.3367
L'Accordologue,4.5,€€€,"Mediterranean, Tapas Bars",127 rue Caulaincourt 75018 Paris France,48.88986,2.34218
Chez Ginette,3.7,€€,"Bars, French",101 rue Caulaincourt 75018 Paris France,48.889723740067,2.3386966968475
La Laverie,4.5,N/A,Bistros,122 rue Caulaincourt 75018 Paris France,48.88968,2.3426
Pizzeria Babalou,4.5,€€,"Italian, Pizza",4 rue Lamarck 75018 Paris France,48.886483,2.344328
No Problemo,4.1,€€,French,21 rue André Del Sarte 75018 Paris France,48.8857799,2.3452099
L'Esquisse,4.0,€€€,French,151 bis rue Marcadet 75018 Paris France,48.8913146766818,2.3384715244174
Les Comestibles,3.8,€€,French,4 rue du Mont-Cenis 75018 Paris France,48.886857,2.341349
Il Padrino,3.8,€€,"Italian, Seafood, Mediterranean",49 Rue Custine 75018 Paris France,48.88952,2.34389
Marcel et Clémentine,3.8,€€€,Bistros,74 rue de Dunkerque 75009 Paris France,48.88233,2.34594
Boulom,4.1,N/A,"Bakeries, Breakfast & Brunch, Cocktail Bars",181 rue Ordener 75018 Paris France,48.89363,2.3356499
La Balançoire,4.3,€€€,French,6 rue Aristide Bruant 75018 Paris France,48.8853453,2.3352066
Le Café de la Poste,3.8,€€,Bistros,76 rue Damrémont 75018 Paris France,48.891558,2.335125
Coq & Bock,4.7,€,"Pubs, French",59 rue Ramey 75018 Paris France,48.8904,2.3454799
Le Pavillon des Canaux,4.3,€€,"Bars, Cafes, Modern European",39 quai de la Loire 75019 Paris France,48.8874,2.37871
Café Odilon,4.6,€€,"Pizza, French, Wine Bars",16 quai de la Marne 75019 Paris France,48.8891849554352,2.38175801932812
Brasserie Napoléon III,3.8,€€,"Bistros, Brasseries",1 place Armand Carrel 75019 Paris France,48.882236,2.3819342
Les Bancs Publics,4.3,€€,"French, Bars",2 rue de Nantes 75019 Paris France,48.8908797,2.38388
Sunny,4.0,N/A,"Breakfast & Brunch, French",84 avenue Secrétan 75019 Paris France,48.87902,2.37797
Paname Brewing Company,4.1,€€,"Breweries, Beer Bar, Pizza",41 bis quai de la Loire 75019 Paris France,48.887828,2.378784
Café Bolivar,5.0,N/A,Bistros,31 avenue Secrétan 75019 Paris France,48.881461,2.3731075
Aux Arts et Sciences Réunis,4.2,€€,French,161 avenue Jean Jaurès 75019 Paris France,48.887363406083,2.3867853048297
Au Boeuf Couronné,4.1,€€€,French,188 avenue Jean Jaurès 75019 Paris France,48.88831,2.39135
Franco et Giacomo,4.1,€€,"Pizza, Italian",115 avenue Jean Jaurès 75019 Paris France,48.885851,2.380093
Simonetta,4.1,N/A,Italian,32 quai de la Marne 75019 Paris France,48.8902828134029,2.38396789842577
Kim-Phuc,4.4,€,Chinese,176 Rue Crimée 75019 Paris France,48.8902611,2.377369
La Bicyclette,4.3,€€,Bistros,5 rue de Chaumont 75019 Paris France,48.88139,2.37206
Le Bastringue,4.0,€€,Bistros,67 quai de la Seine 75019 Paris France,48.88792,2.3769
Baladi,3.9,€,Restaurants,105 Rue Meaux 75019 Paris France,48.8841885,2.3779891
Chez Louis,4.6,€€,Bistros,13 Rue Des Ardennes 75019 Paris 19 France,48.88807,2.38628
L'Atlantide,4.2,€€,Moroccan,7 ave Laumière 75019 Paris France,48.882984,2.381117
Au Cochon de Lait,4.1,N/A,French,23 Avenue Corentin Cariou 75019 Paris France,48.89634,2.38414
Biclowne Cafe,4.4,€€,"French, Cafes",210 ave Jean Jaurès 75019 Paris France,48.88871,2.3929
Kaffee Bar 19,4.4,€€,Cafes,26B rue de l'Ourcq 75019 Paris France,48.8906403445757,2.38230418413877
L'Etoile,5.0,N/A,"French, Breakfast & Brunch",144 Avenue Jean jaurès 75019 Paris France,48.887099,2.386653
Bistrot M,4.5,N/A,Bistros,137 avenue Jean Jaurès 75019 Paris France,48.88649,2.38373
Palais de Wenzhou,5.0,€,Chinese,15 rue de Joinville 75019 Paris France,48.89079,2.37818
Le Barbouquin,4.6,€€,"Bookstores, Cafes",1 rue Dénoyez 75020 Paris France,48.871052,2.3787811
À la Folie,3.8,€€,"Bars, Barbeque, Dance Clubs",26 avenue Corentin Cariou Folie L2 Parc de la Villette 75019 Paris France,48.8965699,2.38467
Pho Hanoi,4.5,€€,Vietnamese,82-84 rue Pixérécourt 75020 Paris France,48.8748017998448,2.39552234354335
L’eau et les rêves,5.0,N/A,"Cafes, Bookstores, Tapas Bars",9 quai de l'Oise 75019 Paris France,48.889428,2.381193
Les Chics Types,3.1,€€,"Bistros, Breakfast & Brunch",20 ave de Laumière 75019 Paris France,48.88402,2.38037
Le Chaumontois,5.0,N/A,"Bars, Mediterranean",12 rue Armand Carel 75019 Paris France,48.88258,2.3803
La Rizière,4.2,N/A,African,38 rue de Lorraine 75019 Paris France,48.88668,2.38155
Formidable,4.2,€€,Brasseries,2 avenue Jean Jaurès 75019 Paris France,48.88273,2.37064
Le Bellerive,3.3,€€,French,71 quai de la Seine 75019 Paris France,48.888187,2.37728945910931
Camarade Boris,3.9,€€€,French,90 quai de Loire 75019 Paris 19 France,48.88739,2.37906
Mensae,4.3,€€€,French,23 rue Mélingue 75020 Paris France,48.87574,2.38571
Aux Trois Arbres,5.0,N/A,"Mediterranean, French",154 avenue de Flandre 75019 Paris France,48.89416,2.3816799
Big Corner,3.1,€€,Burgers,143 avenue Jean Jaurès 75019 Paris France,48.8866730860423,2.38468330353498
Le Pavillon du Lac,3.1,€€€,"French, Bars",Parc de Buttes Chamount Place Armand Carrel 75019 Paris France,48.8808427176867,2.38119916067236
Novarts,4.0,N/A,"Caribbean, Reunion",66 Rue Armand Carrel 75019 Paris France,48.88289,2.37383
Les Marmites Volantes,4.4,€€,Modern European,69 rue Armand Carrel 75019 Paris France,48.88282,2.37321
Makido,4.6,€,"Japanese, Burgers, Pan Asian",178 avenue Jean Jaurès 75019 Paris France,48.887817,2.389888
Chez Kim,3.8,€€,Vietnamese,3 rue de la Mouzaïa 75019 Paris France,48.88018,2.39094
Cedars,4.4,N/A,Lebanese,101 avenue Jean Jaurès 75019 Paris France,48.88561,2.3803899
Au Comptoir du Temp,4.2,N/A,"French, Italian, Pizza",35 avenue Corentin Cariou 75019 Paris France,48.8975339728673,2.38505318574828
Chez Arnaud,4.1,€€,"Burgers, Pizza, French",16 rue Eugene Jumin 75019 Paris France,48.8874759985102,2.39266354590654
O Divin,4.5,€€€€,"Wine Bars, French",35 rue des Annelets 75019 Paris France,48.87888197,2.38977844
A l'Endroit,3.8,N/A,French,9 rue du Tunnel 75019 Paris France,48.8788986,2.3852799
Triplettes,3.3,€€,"French, Bars, Breakfast & Brunch",102 boulevard de Belleville 75020 Paris France,48.87058,2.378975
Le Balcon,3.5,€€€,French,221 Avenue Jean Jaurès 75019 Paris France,48.889174,2.3936148
Brasserie des Buttes-Chaumont,5.0,N/A,"Bistros, Brasseries",84 Avenue Sécretan 75019 Paris France,48.878948,2.378319
La Guincheuse,4.6,€€,"Cafes, Bars",266 rue du Faubourg Saint-Martin 75010 Paris France,48.88325,2.36782
Latinogourmand,4.5,€€,"Latin American, Peruvian",233 rue la Fayette 75010 Paris France,48.88218,2.36755
Café Parisien,4.4,N/A,Cafes,2 place de Rhin et Danube 75019 Paris France,48.88202,2.39255
Bombay curry,3.5,€€,Indian,119 Rue Meaux 75019 Paris France,48.88453,2.37874
La Brick,4.9,€€,Middle Eastern,13 Rue Pradier buttes Chaumont 75019 Paris France,48.87559,2.38188
Auberge du Bonheur,4.7,N/A,Pan Asian,26 rue Mathis 75019 Paris France,48.89106,2.37373
Mianguan,4.5,€,Pan Asian,34 rue de Belleville 75020 Paris France,48.8729899924544,2.38043727106792
LOAN spécialités vietnamiennes,4.3,€€,"Vietnamese, Pan Asian",25 boulevard de la Villette 75010 Paris France,48.873403,2.375082
Belushi's,2.8,€€,"Sports Bars, Burgers, Music Venues",159 rue de Crimée 75019 Paris France,48.8884753,2.3791826
Santa Monica Grill,4.3,N/A,"Italian, Imported Food",15 rue henri ribiere 75019 Paris France,48.8769781,2.395389
L'Ecluse Café,5.0,N/A,Restaurants,98 Rue Ourcq 75019 Paris France,48.89372,2.37331
Dav and Jo,4.0,€€,Kosher,49 quai de Seine 75019 Paris France,48.8867,2.37466
Bistro Les Frangins,4.0,€€,"Bars, French",19 ave Mathurin Moreau 75019 Paris France,48.8783188,2.37251
Múkura,4.4,€€,Latin American,82 rue Rébeval 75019 Paris France,48.874054,2.382217
Paradis de Sushi,4.5,N/A,"Sushi Bars, Japanese",77 quai de la Seine 75019 Paris France,48.8885099,2.3779499
Kimsou,5.0,N/A,"Pizza, Sandwiches",30 ave de Flandre 75019 Paris France,48.88593,2.37117
Point Ephémère,3.8,€€,"Music Venues, French",200 quai de Valmy 75010 Paris France,48.88194,2.36876
24 Zones,5.0,N/A,African,40 rue de Nantes 75019 Paris France,48.8929556090036,2.3803273960948
Le Cadoret,5.0,N/A,Bistros,1 rue Pradier 75019 Paris France,48.8747186967947,2.38108499289667
Hanoi Vietnamien,3.4,€,Vietnamese,3 rue Adolphe Mille 75019 Paris France,48.8881250091626,2.38907081530352
TopKnot Café,4.4,N/A,Cafes,6 rue Melingue 75019 Paris France,48.87488,2.38607
Café des Dames,2.9,€€,"Cafes, French",6 place Colonel Fabien 75019 Paris France,48.87805,2.37071
Moncœur Belleville,2.2,€€,"Bars, Cafes, Music Venues",1 rue des Envierges 75020 Paris France,48.8716,2.38586
Kaskad Cafe,3.5,€€,"Bars, Brasseries",2 Pce Armand Carrel 75019 Paris 19 France,48.88271,2.38281
Saigon Sandwich,4.6,€,"Vietnamese, Sandwiches",8 rue de la Présentation 75011 Paris France,48.8714299,2.37636
Toda l'Akel,4.8,N/A,"Pizza, Italian",169 Rue Crimée 75019 Paris France,48.8895627,2.3779289
K'pital,5.0,€,Pizza,317 rue des Pyrénées 75020 Paris France,48.87094849,2.39320689
Fleuve Rouge,4.1,€€,Thai,1 rue Pradier 75019 Paris France,48.8747878,2.3810765
Chamroueun Crimée,3.7,€€,Vietnamese,4 rue Mathis 75019 Paris France,48.8906,2.37627
Le Vieux Belleville,4.3,€,Bistros,12 rue Envierges 75020 Paris France,48.87168,2.38638
Le Refuge,5.0,N/A,"Salad, Beer, Wine & Spirits, Pizza",6-8 Place de Stalingrad 75019 Paris France,48.8831967,2.3697504
Le Petit Vingtième,4.2,€€€,French,381 rue des Pyrénées 75020 Paris France,48.87370300732,2.38921254873276
Primeur,4.3,N/A,"Vegetarian, Vegan",4 rue Lemon 75020 Paris France,48.87156,2.37837
L'Heure Bleue,3.8,N/A,"French, Venues & Event Spaces",57 rue Arthur Rozier 75019 Paris France,48.87916,2.39112
L'Entrepot's,3.9,€€,"French, Cafes",2 rue Sorbier 75020 Paris 20 France,48.86706,2.39085
Aux Bons Amis,3.9,€€,"Moroccan, Cafes",1 rue de l'Atlas 75019 Paris France,48.874272,2.375493
Délices Park,3.0,N/A,"Bagels, Salad, Sandwiches",98 Rue Villette 75019 Paris France,48.8795,2.38833
Dame Jane,5.0,€€€,"French, Wine Bars, Delicatessen",39 rue Ramponeau 75020 Paris France,48.871481,2.380795
Ah ! La Pompe À Bière,4.0,€,Brasseries,7 ter rue Duvergier 75019 Paris France,48.88913,2.37728
Le Barouf,4.0,N/A,"Bars, French",115 rue de Belleville 75019 Paris France,48.87474,2.38731
Café Jean,3.7,€€,French,181 Avenue Jean Jaurès 75019 Paris France,48.88763,2.38876
Dima,4.5,N/A,Lebanese,6 rue Mathis 75019 Paris France,48.89063,2.37606
Les Buttes Chaumont,3.8,€,French,38 avenue Simon Bolivar 75019 Paris France,48.8753713,2.3823121
La Pelouse,2.9,€€,French,86 rue Botzaris 75019 Paris France,48.87943,2.3894
Trois B,4.0,N/A,Meatballs,48 avenue Jean Jaurès 75019 Paris France,48.8837856016397,2.37474590863303
Chéri-Chérie,4.4,€€,"French, Bars",203 avenue Gambetta 75020 Paris France,48.8730507,2.4047599
Dynamo,3.0,€€,Brasseries,104 avenue Simon Bolivar 75019 Paris France,48.8786286,2.3745425
Le Baratin,4.0,€€€,French,3 rue Jouye Rouve 75020 Paris France,48.87323,2.38265
Le Petit Tibet,4.3,€€,Himalayan/Nepalese,5 ter rue d'Aubervilliers 75019 Paris France,48.8848940934691,2.36512117221061
Rosa Bonheur,3.4,€€,"Bars, Dance Clubs, Tapas Bars",2 allée de la Cascade Parc des Buttes Chaumont 75019 Paris France,48.879938,2.386241
Le Ptit Hugo,4.2,€€,Creperies,34 rue de Cambrai 75019 Paris France,48.89589,2.38266
Les Fleurs de la Pensée,5.0,N/A,Pan Asian,2 rue de Palestine 75020 Paris France,48.87552,2.3896799
Monsieur Culbuto,4.3,N/A,Bistros,294 rue des Pyrénées 75020 Paris France,48.8717036,2.392525
Les Mères Veilleuses,3.8,€,"Bars, Jazz & Blues, French, Food",67 rue Mouzaia 75019 Paris France,48.88051,2.39687
Chez Mezig,3.6,€€€,"Bars, French, Coffee & Tea",44bis quai de la Loire 75019 Paris France,48.8855096655198,2.37505326320046
Wanted,3.3,€€€,"Brasseries, Bars, Italian",46 bis rue de Meaux 75019 Paris France,48.8815571731293,2.37377292746792
Le Tablier Rouge,4.5,€€,French,40 Rue Chine 75020 Paris France,48.86887,2.3972
Le Danube,2.6,N/A,"Bistros, Cafes, Brasseries, Public Transportation",3 Place Rhin et Danube 75019 Paris France,48.8821258,2.3930229
Oasis Geode,4.3,N/A,"Kebab, Pizza, Creperies",23 avenue Corentin Cariou 75019 Paris France,48.896873,2.384373
Grillade d'Afrique,1.0,N/A,African,141 rue de Crimée 75019 Paris France,48.88695,2.38091
Le Hang Art,3.8,N/A,"Venues & Event Spaces, Bistros, Buffets",63 quai de la Seine 75019 Paris France,48.88773,2.37651
La Plaine,5.0,N/A,Brasseries,77 avenue Gambetta 75020 Paris France,48.86504,2.39763
Café Lumière,5.0,N/A,Cafes,15 rue Saint-Blaise 75020 Paris France,48.8596306,2.40503
Aux Petits Oignons,4.2,€€,Bistros,11 rue Dupont de l'Eure 75020 Paris France,48.868136,2.399965
Le P'tit Père,4.0,€€,"African, French, Bars",20 rue Orfila 75020 Paris France,48.86585,2.39567
Palais de l'Inde,4.0,€€,Indian,57 ave Gambetta 75020 Paris France,48.86497,2.39574
Café Martin,3.7,€€,Cafes,2 place Martin Nadaud 75020 Paris France,48.865199,2.395051
Traiteur Argana,4.7,€,Moroccan,13 rue de Bagnolet 75020 Paris France,48.85678,2.3955099
Shingané,4.0,€€,Korean,63 ave de Gambetta 75020 Paris France,48.86497,2.39603
Ma Pomme en Colimaçon,4.4,€€,Cafes,107 rue de Ménilmontant 75020 Paris France,48.869257,2.392259
Chez Wuhan,4.4,€€,Chinese,32 rue Pelleport 75020 Paris France,48.8639195228482,2.40420311070864
Cantine Sicilienne 19/29,4.0,€€€,Italian,49 rue Orfila 75020 Paris France,48.8669276,2.3976682
Les Chaises,4.7,€€,"Bars, French",33 rue de la Chine 75020 Paris France,48.8682785,2.39785
Boti,4.6,€€€,"French, Japanese, Vegetarian",74 bd de Ménilmontant 75020 Paris-20E-Arrondissement France,48.86416,2.38645
Blaise et Basile,4.1,€€,"Bistros, French",2 place Saint-Blaise 75020 Paris France,48.8601008,2.4042019
Bistrot Blanc Bec,4.6,€€€,"Bistros, French",15 rue des Panoyaux 75020 Paris France,48.8665619,2.38533
Saveur Maison,5.0,€,French,108 rue de Bagnolet 75020 Paris France,48.8597521,2.4034356
Il Sorriso,4.6,€,Italian,1 rue Pierre Bayle 75020 Paris France,48.85857,2.39018
Chantefable,3.7,€€,"French, Seafood",93 ave Gambetta 75020 Paris France,48.866365027816,2.3994134187262
Pizza Clip,4.0,€€,Pizza,13 Avenue du Père Lachaise 75020 Paris 20 France,48.8644411,2.3980233
Aux Ours,3.5,€€,"Cafes, French, Bars",236 rue des Pyrénées 75020 Paris France,48.8675003,2.39661
rajistan,5.0,N/A,"Pakistani, Indian",63 avenue gambetta gambetta 75020 Paris France,48.8648758,2.3968314
La Terra Madre,4.5,€€,Italian,46 rue de Ménilmontant 75020 Paris France,48.8680803,2.3874428
Charlotte,2.4,€€,"Modern European, Cafes",4 rue Belgrand 75020 Paris France,48.86485,2.39906
Yard,4.1,€€€,"French, Wine Bars, Tapas Bars",6 rue de Mont-Louis 75011 Paris France,48.858153,2.38838
Le Bistro du Parisien,3.5,€€,"French, Bistros",31 rue Pelleport 75020 Paris France,48.863604020502,2.40388959646225
Couscous Deli,4.7,€€,"Moroccan, Gluten-Free",128 rue du Chemin Vert 75011 Paris France,48.86211,2.38463
Le Cherfa,4.3,N/A,French,198 rue des pyrénées 75020 Paris France,48.8640480041504,2.39916205406189
